"Id","MSSubClass","MSZoning.C (all)","MSZoning.FV","MSZoning.RH","MSZoning.RL","MSZoning.RM","LotFrontage","LotArea","Street.Grvl","Street.Pave","LotShape.IR1","LotShape.IR2","LotShape.IR3","LotShape.Reg","LandContour.Bnk","LandContour.HLS","LandContour.Low","LandContour.Lvl","Utilities.AllPub","Utilities.NoSeWa","LotConfig.Corner","LotConfig.CulDSac","LotConfig.FR2","LotConfig.FR3","LotConfig.Inside","LandSlope.Gtl","LandSlope.Mod","LandSlope.Sev","Neighborhood.Blmngtn","Neighborhood.Blueste","Neighborhood.BrDale","Neighborhood.BrkSide","Neighborhood.ClearCr","Neighborhood.CollgCr","Neighborhood.Crawfor","Neighborhood.Edwards","Neighborhood.Gilbert","Neighborhood.IDOTRR","Neighborhood.MeadowV","Neighborhood.Mitchel","Neighborhood.NAmes","Neighborhood.NoRidge","Neighborhood.NPkVill","Neighborhood.NridgHt","Neighborhood.NWAmes","Neighborhood.OldTown","Neighborhood.Sawyer","Neighborhood.SawyerW","Neighborhood.Somerst","Neighborhood.StoneBr","Neighborhood.SWISU","Neighborhood.Timber","Neighborhood.Veenker","Condition1.Artery","Condition1.Feedr","Condition1.Norm","Condition1.PosA","Condition1.PosN","Condition1.RRAe","Condition1.RRAn","Condition1.RRNe","Condition1.RRNn","Condition2.Artery","Condition2.Feedr","Condition2.Norm","Condition2.PosA","Condition2.PosN","Condition2.RRAe","Condition2.RRAn","Condition2.RRNn","BldgType.1Fam","BldgType.2fmCon","BldgType.Duplex","BldgType.Twnhs","BldgType.TwnhsE","HouseStyle.1.5Fin","HouseStyle.1.5Unf","HouseStyle.1Story","HouseStyle.2.5Fin","HouseStyle.2.5Unf","HouseStyle.2Story","HouseStyle.SFoyer","HouseStyle.SLvl","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle.Flat","RoofStyle.Gable","RoofStyle.Gambrel","RoofStyle.Hip","RoofStyle.Mansard","RoofStyle.Shed","RoofMatl.ClyTile","RoofMatl.CompShg","RoofMatl.Membran","RoofMatl.Metal","RoofMatl.Roll","RoofMatl.Tar&Grv","RoofMatl.WdShake","RoofMatl.WdShngl","Exterior1st.AsbShng","Exterior1st.AsphShn","Exterior1st.BrkComm","Exterior1st.BrkFace","Exterior1st.CBlock","Exterior1st.CemntBd","Exterior1st.HdBoard","Exterior1st.ImStucc","Exterior1st.MetalSd","Exterior1st.Plywood","Exterior1st.Stone","Exterior1st.Stucco","Exterior1st.VinylSd","Exterior1st.Wd Sdng","Exterior1st.WdShing","Exterior2nd.AsbShng","Exterior2nd.AsphShn","Exterior2nd.Brk Cmn","Exterior2nd.BrkFace","Exterior2nd.CBlock","Exterior2nd.CmentBd","Exterior2nd.HdBoard","Exterior2nd.ImStucc","Exterior2nd.MetalSd","Exterior2nd.Other","Exterior2nd.Plywood","Exterior2nd.Stone","Exterior2nd.Stucco","Exterior2nd.VinylSd","Exterior2nd.Wd Sdng","Exterior2nd.Wd Shng","MasVnrType.BrkCmn","MasVnrType.BrkFace","MasVnrType.None","MasVnrType.Stone","MasVnrArea","ExterQual.Ex","ExterQual.Fa","ExterQual.Gd","ExterQual.TA","ExterCond.Ex","ExterCond.Fa","ExterCond.Gd","ExterCond.Po","ExterCond.TA","Foundation.BrkTil","Foundation.CBlock","Foundation.PConc","Foundation.Slab","Foundation.Stone","Foundation.Wood","BsmtQual.Ex","BsmtQual.Fa","BsmtQual.Gd","BsmtQual.TA","BsmtCond.Fa","BsmtCond.Gd","BsmtCond.Po","BsmtCond.TA","BsmtExposure.Av","BsmtExposure.Gd","BsmtExposure.Mn","BsmtExposure.No","BsmtFinType1.ALQ","BsmtFinType1.BLQ","BsmtFinType1.GLQ","BsmtFinType1.LwQ","BsmtFinType1.Rec","BsmtFinType1.Unf","BsmtFinSF1","BsmtFinType2.ALQ","BsmtFinType2.BLQ","BsmtFinType2.GLQ","BsmtFinType2.LwQ","BsmtFinType2.Rec","BsmtFinType2.Unf","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating.Floor","Heating.GasA","Heating.GasW","Heating.Grav","Heating.OthW","Heating.Wall","HeatingQC.Ex","HeatingQC.Fa","HeatingQC.Gd","HeatingQC.Po","HeatingQC.TA","CentralAir.N","CentralAir.Y","Electrical.FuseA","Electrical.FuseF","Electrical.FuseP","Electrical.Mix","Electrical.SBrkr","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual.Ex","KitchenQual.Fa","KitchenQual.Gd","KitchenQual.TA","TotRmsAbvGrd","Functional.Maj1","Functional.Maj2","Functional.Min1","Functional.Min2","Functional.Mod","Functional.Sev","Functional.Typ","Fireplaces","FireplaceQu.Ex","FireplaceQu.Fa","FireplaceQu.Gd","FireplaceQu.Po","FireplaceQu.TA","GarageType.2Types","GarageType.Attchd","GarageType.Basment","GarageType.BuiltIn","GarageType.CarPort","GarageType.Detchd","GarageYrBlt","GarageFinish.Fin","GarageFinish.RFn","GarageFinish.Unf","GarageCars","GarageArea","GarageQual.Ex","GarageQual.Fa","GarageQual.Gd","GarageQual.Po","GarageQual.TA","GarageCond.Ex","GarageCond.Fa","GarageCond.Gd","GarageCond.Po","GarageCond.TA","PavedDrive.N","PavedDrive.P","PavedDrive.Y","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC.Ex","PoolQC.Fa","PoolQC.Gd","Fence.GdPrv","Fence.GdWo","Fence.MnPrv","Fence.MnWw","MiscFeature.Gar2","MiscFeature.Othr","MiscFeature.Shed","MiscFeature.TenC","MiscVal","MoSold","YrSold","SaleType.COD","SaleType.Con","SaleType.ConLD","SaleType.ConLI","SaleType.ConLw","SaleType.CWD","SaleType.New","SaleType.Oth","SaleType.WD","SaleCondition.Abnorml","SaleCondition.AdjLand","SaleCondition.Alloca","SaleCondition.Family","SaleCondition.Normal","SaleCondition.Partial"
182,70,0,0,0,1,0,54,7588,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,6,1920,1950,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,352,0,0,0,0,0,1,0,441,793,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,901,901,0,1802,0,0,1,1,4,1,0,0,0,1,9,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1920,0,0,1,1,216,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,40,0,0,0,0.33,0.3,0.412,0.18,0.05,0.77,0.04,0,0.13,0.8,0.01,0,7,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
183,20,0,0,0,1,0,60,9060,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,6,1957,2006,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,98,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.00999999999999984,0.07,0.0566666666666662,0.79,0.04,0.0599999999999999,-3.65484552344864e-17,0.94,0.0999999999999998,0.0299999999999997,0.0749999999999998,0.94,0.17,0.17,0.0999999999999997,0.11,0.19,0.503333333333333,0,-1.13537651502682e-16,0.0299999999999998,-9.00321484031963e-17,0.0499999999999999,0.03,0.84,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1340,0,0,1340,0,0,1,0,3,1,0,0,0,1,7,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1957,0,1,0,1,252,0,0,0,0,1,0,0,0,0,1,0,0,1,116,0,0,180,0,0,0.28,0.47,0.4,0,0,1,0,0.01,0.12,0.91,0.01,0,6,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
184,50,0,0,0,0,1,63,11426,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,5,2003,2003,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1362,1362,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1362,720,0,2082,0,0,2,1,3,1,0,0,1,0,6,0,0,0,0,1,0,0,0,0.01,-1.75554015768853e-17,0.595,0.00999999999999994,0.27,0,0,0,0,0,1,2003,0,0,1,2,484,0,0,0,0,1,0,0,0,0,1,1,0,0,280,238,0,0,0,0,0.24,0.3,0.442,0.29,0.11,0.62,0.02,0.06,0.02,0.92,0,0,6,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
185,50,0,0,0,1,0,92,7438,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,8,1908,1991,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,504,504,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,936,316,0,1252,0,0,1,0,3,1,0,0,0,1,5,0,0,0,0,0,0,1,0,-6.17561557447743e-18,0.07,0.15,0.09,0.65,0,1,0,0,0,0,1986,0,0,1,2,576,0,0,0,0,1,0,0,0,0,1,0,0,1,104,0,0,0,0,0,0.24,0.32,0.422,0,0,1,0,0.06,0.02,0.93,0.03,0,6,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
186,75,0,0,0,0,1,90,22950,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10,9,1892,1993,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1107,1107,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1518,1518,572,3608,0,0,2,1,4,1,1,0,0,0,12,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,1993,0,0,1,3,840,1,0,0,0,0,0,0,0,0,1,0,0,1,0,260,0,0,410,0,0.43,0.23,0.372,1,0,0,0,0.05,0.07,0.75,0.1,0,6,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
187,80,0,0,0,1,0,75.2344047619048,9947,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,5,1990,1991,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,611,0,0,0,0,0,1,0,577,1188,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1217,0,0,1217,1,0,2,0,3,1,0,0,1,0,6,0,0,0,0,0,0,1,0,0.06,0.06,0.0599999999999995,0.00999999999999993,0.81,0,1,0,0,0,0,1990,0,0,1,2,497,0,0,0,0,1,0,0,0,0,1,0,0,1,168,27,0,0,0,0,0.25,0.23,0.432,1,0,0,0,0.035,0.02,0.88,0,0,6,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
188,50,0,0,0,1,0,60,10410,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,7,1916,1987,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,660,660,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,808,704,144,1656,0,0,2,1,3,1,0,0,0,1,8,0,0,0,1,0,0,0,0,0.01,0.04,0.683333333333333,0.06,0.19,0,0,0,0,0,1,1916,0,0,1,1,180,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,140,0,0,0.24,0.3,0.502,0,0,1,0,0.04,0.07,0.85,0,0,8,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
189,90,0,0,0,1,0,64,7018,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,5,1979,1979,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,275,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1086,0,0,0,0,0,1,0,0,1086,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1224,0,0,1224,2,0,0,2,2,2,0,0,0,1,6,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,1979,0,0,1,2,528,0,0,0,0,1,0,0,0,0,1,0,0,1,120,0,0,0,0,0,0.14,0.38,0.442,0.32,0.11,0.6,0.05,0.09,0.03,0.86,0.02,0,6,2009,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
190,120,0,0,0,1,0,41,4923,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,8,5,2001,2002,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1153,0,0,0,0,0,1,0,440,1593,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1593,0,0,1593,1,0,1,1,0,1,1,0,0,0,5,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,2001,1,0,0,2,682,0,0,0,0,1,0,0,0,0,1,0,0,1,0,120,0,0,224,0,0.35,0.25,0.442,0.35,0.12,0.61,0.05,0.05,0.09,0.88,0.01,0,8,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
191,70,0,0,0,1,0,70,10570,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,8,1932,1994,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,297,0,0,0,0,0,1,0,556,853,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1549,1178,0,2727,0,0,2,1,3,1,0,0,1,0,10,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1932,0,0,1,2,440,0,0,0,0,1,0,0,0,0,1,0,0,1,0,74,0,0,0,0,0.33,0.3,0.372,0.206666666666667,0.09,0.6275,0.04,0.02,0.14,0.85,0.01,0,12,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
192,60,0,0,0,1,0,65.88,7472,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,9,1972,2004,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,138,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,626,0,0,0,0,0,1,0,99,725,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,725,754,0,1479,1,0,1,1,4,1,0,0,1,0,7,0,0,0,0,0,0,1,0,-6.31439345255558e-18,0.07,0.0999999999999997,0.0299999999999999,0.68,0,1,0,0,0,0,1972,1,0,0,2,484,0,0,0,0,1,0,0,0,0,1,0,0,1,0,32,0,0,0,0,0.21,0.46,0.262,0.275,0.1,0.664,0.04,0.055,0.02,0.9,0.01,0,6,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
193,20,0,0,0,1,0,68,9017,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,5,1999,1999,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,560,0,0,0,0,0,1,0,871,1431,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1431,0,0,1431,1,0,2,0,3,1,0,0,1,0,6,0,0,0,0,0,0,1,0,0.02,-1.98452365651747e-17,0.00999999999999951,0.00999999999999992,0.85,0,1,0,0,0,0,1999,1,0,0,2,666,0,0,0,0,1,0,0,0,0,1,0,0,1,0,35,0,0,0,0,0.3,0.23,0.432,0.38,0.03,0.55,0.00999999999999995,0.03,0.02,0.93,0.02,0,9,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
194,160,0,0,0,0,1,24,2522,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7,5,2004,2004,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,50,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,970,970,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,970,739,0,1709,0,0,2,0,3,1,0,0,1,0,7,1,0,0,0,0,0,0,0,-6.34908792207511e-18,0.03,0.852380952380952,0.00999999999999992,0.18,0,0,0,0,0,1,2004,0,0,1,2,380,0,0,0,0,1,0,0,0,0,1,0,0,1,0,40,0,0,0,0,0.29,0.29,0.45,0.28,0.16725,0.625,0.00999999999999995,0.02,0.07,0.9,0.01,0,5,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
195,20,0,0,0,1,0,60,7180,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,7,1972,1972,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,390,0,0,0,0,0,1,0,474,864,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,864,0,0,864,0,0,1,0,3,1,0,0,0,1,5,0,0,0,0,0,0,1,0,-6.34908792207511e-18,0.24,0.27,0.29,0.5255,0,0,0,0,0,1,1989,0,0,1,1,352,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.2,0.29,0.552,0.0199999999999999,0.21,0.785,0.055,0.03,0.06,0.93,0,0,5,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
196,160,0,0,0,1,0,24,2280,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6,6,1976,1976,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,566,0,0,0,0,0,1,0,289,855,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,855,601,0,1456,0,0,2,1,3,1,0,0,0,1,7,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1976,0,0,1,2,440,0,0,0,0,1,0,0,0,0,1,0,0,1,87,0,0,0,0,0,0.16,0.28,0.452,0.245,0.08,0.64,-4.32986979603811e-17,0.02,0.05,0.87,0,0,7,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
197,20,0,0,0,1,0,79,9416,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,5,2007,2007,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,205,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1126,0,0,0,0,0,1,0,600,1726,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1726,0,0,1726,1,0,2,0,3,1,1,0,0,0,8,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,2007,1,0,0,3,786,0,0,0,0,1,0,0,0,0,1,0,0,1,171,138,0,0,266,0,0.29,0.27,0.412,0.52,0.216666666666667,0.36,0.03,0.04,0.07,0.92,0.01,0,9,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
198,75,0,0,0,1,0,174,25419,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,4,1918,1990,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1036,0,0,0,1,0,0,184,140,1360,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1360,1360,392,3112,1,1,2,0,4,1,0,0,1,0,8,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1918,0,0,1,2,795,0,0,0,0,1,0,0,0,0,1,0,0,1,0,16,552,0,0,512,1,0,0,1,0,0,0,0.1,0.12,0.72,0.16,0,3,2006,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
